case_id,qid,condition,rank,docid,retrieval_score_raw,score,rel,doc_lang,snippet
CASE_0001,619805,mixed,1,2904260,0.667335,0.667335,0,zh,慈善机构也赢了：仅去年一年，跑步者为 300 多项事业筹集了创纪录的 3840 万美元。当地经济也是如此：组织比赛的波士顿体育协会估计将产生约 1.82 亿美元的收入。琐事。用这个马拉松细节给您的朋友留下深刻印象或赢得游戏节目。
CASE_0001,619805,mixed,2,2904268,0.661448,0.661448,0,zh,"注释。波士顿（美联社）——波士顿马拉松赛包括 26.2 英里、34 名精英运动员、30,000 名跑步者、87 个国家、100 万名观众和 830,500 美元的奖金。"
CASE_0001,619805,mixed,3,7650075,0.641518,0.641518,1,es,"Aquí, intentaré averiguar cuánto dinero están ganando. Lo mejor que puedo decir es que hay cuatro formas en que los mejores estadounidenses pueden sacar provecho de una gran victoria en un maratón. El primero y más obvio es el dinero del premio: Boston paga $ 150,000 a los ganadores, Nueva York $ 13"
CASE_0001,619805,mixed,4,2502622,0.631203,0.631203,0,es,"Análisis del maratón de Boston 2016. Se acerca el día de la carrera del maratón de Boston; y se vuelve aún más emocionante cuando se asignan los números de dorsal. BAA acaba de asignar números a 30,630 atletas (24,000+ calificados), aproximadamente el mismo número que en 2015."
CASE_0001,619805,mixed,5,3527470,0.630934,0.630934,0,zh,第一波参赛者于上午 8:50 开始，精英跑者在上午 9:30 刚过就出发。在这里观看波士顿马拉松直播。如果您需要更多信息，我们也有。无论您有爱国者日免费参加 2016 年波士顿马拉松比赛，还是希望在家或办公桌上观看比赛，这里都有您在比赛日所需的电视、直播和日程安排信息。您可以在多个站点、多个波士顿电视台附属机构或 WBZ 1030 AM 的广播上实时观看比赛流媒体。
CASE_0001,619805,mixed,6,553498,0.630144,0.630144,0,zh,波士顿马拉松奖金明细。信不信由你，你可以通过参加波士顿马拉松赢得大笔奖金，但顶级选手能拿到多少钱？波士顿马拉松今天是第 121 次在爱国者日举行。对于波士顿人来说，这一直是一个特殊的日子，在 2012 年恐怖袭击震撼终点线之后，这一天变得更加强大。从那时起，马拉松对波士顿人来说有了新的意义。不仅是波士顿人，还有全国各地的美国人。
CASE_0001,619805,mixed,7,7650077,0.629223,0.629223,0,zh,继续阅读主要故事。波士顿 - 在 Lelisa Desisa 在 2013 年赢得波士顿马拉松比赛两个小时后，两枚炸弹穿过终点区，炸死三名观众，炸伤 264 人。事后，Desisa 与波士顿人民建立了联系，并将他的获胜者奖牌赠送给了这座城市。OSTON â€â€ 两小时后Lelisa Desisa 在 2013 年赢得波士顿马拉松赛冠军，两枚炸弹穿过终点区，炸死三名观众，炸伤 264 人。
CASE_0001,619805,mixed,8,2286425,0.627912,0.627912,0,es,"Maratón de Boston 2016. Más de 30.000 participantes se registraron para el Maratón de Boston 2016, el tercer campo más grande en la historia de la carrera. Los corredores duermen en el césped de la aldea de los atletas antes de la 120ª maratón de Boston en Hopkinton. Los trabajadores preparan la lín"
CASE_0001,619805,mixed,9,3108093,0.620751,0.620751,0,es,crédito de imagen charles krupa ap foto el hombre estadounidense que ganó el maratón de boston hoy honró a las víctimas del bombardeo del año pasado al tener sus nombres escritos en su carrera bibmeb keflezighi 38 estaba emocionado cuando cruzó la línea de meta hoy y muchos notaron los cuatro nombre
CASE_0001,619805,mixed,10,7812736,0.619578,0.619578,0,zh,1975 年，波士顿成为第一个包含轮椅组的主要马拉松赛事。 1986 年，奖金首次颁发给波士顿马拉松赛的获胜者。约翰·A·凯利 (John A. Kelley) 于 1928 年参加了他的第一场波士顿马拉松比赛，保持着比赛开始次数最多 (61) 和完成次数最多 (58) 的记录。1986 年，奖金首次颁发给波士顿马拉松赛的获胜者。约翰·A·凯利 (John A. Kelley) 于 1928 年参加了他的第一场波士顿马拉松比赛，他保持着比赛开始次数最多 (61) 和完成次数最多 (58) 的记录。
CASE_0001,809798,endpoint,1,7803851,0.62579,0.62579,1,es,"Lurch (La familia Addams) - Caracterización. 1 Lurch es un mayordomo sombrío, tembloroso y de 6 pies 9 pulgadas (2,05 m) de altura que se parece un poco a un cruce entre el monstruo de Frankenstein (interpretado por Boris Karloff) y un zombi. En la serie de televisión original de la familia Addams,"
CASE_0001,809798,endpoint,2,2974482,0.610248,0.610248,0,es,"La familia Addams. Para otros usos, consulte La familia Addams (desambiguación). La familia Addams es un hogar ficticio creado por el dibujante estadounidense Charles Addams. Los personajes de la familia Addams han incluido tradicionalmente a Gomez, Morticia, Uncle Fester, Lurch, Grandmama, Wednesda"
CASE_0001,809798,endpoint,3,4942753,0.593191,0.593191,0,es,"Pie de imagen La familia Addams presentaba una familia de bichos raros macabros, incluido Pugsley (izquierda). Ken Weatherwax, quien interpretó a Pugsley en la familia Addams original, murió a la edad de 59 años. El actor sufrió un ataque al corazón y fue encontrado en su casa en California el domin"
CASE_0001,809798,endpoint,4,2974484,0.592598,0.592598,0,es,"De izquierda a derecha, Pugsley, Wednesday, Gómez, Aristóteles el pulpo, Tío Fester, Morticia. La familia Addams es un hogar ficticio creado por el dibujante estadounidense Charles Addams. Los personajes de la familia Addams han incluido tradicionalmente a Gomez, Morticia, Uncle Fester, Lurch, Grand"
CASE_0001,809798,endpoint,5,4876625,0.592139,0.592139,0,es,"Alan Napier nació de una prestigiosa raza. Era primo del primer ministro británico Neville Chamberlain y descendiente directo de Charles Dickens. Aunque su carrera como actor ... abarcó seis décadas, su parte más visible para el público estadounidense fue la de Alfred Pennyworth, el mayordomo de Bat"
CASE_0001,809798,endpoint,6,2276149,0.58786,0.58786,0,es,"La familia Addams, de Charles Addams. La familia Addams es un grupo de personajes de ficción creados por el dibujante estadounidense Charles Addams. Los personajes de la familia Addams incluyen a Gomez, Morticia, el tío Fester, Lurch, Grandmama, Wednesday y Pugsley. Los Addams son una inversión satí"
CASE_0001,809798,endpoint,7,4942756,0.586175,0.586175,0,es,"Pugsley Addams es miembro de la familia ficticia Addams, creada por el dibujante estadounidense Charles Addams. La serie de 1998 The New Addams Family presenta a Pugsley interpretado por el nativo de Vancouver Brody Smith. Es esencialmente el mismo que la encarnación original de la década de 1960; s"
CASE_0001,809798,endpoint,8,7803848,0.585527,0.585527,0,es,"La familia Addams, de Charles Addams. La familia Addams es un grupo de personajes de ficción creados por el dibujante estadounidense Charles Addams. Los personajes de la familia Addams incluyen a Gomez, Morticia, el tío Fester, Lurch, Grandmama, Wednesday y Pugsley."
CASE_0001,809798,endpoint,9,1313288,0.584268,0.584268,0,es,"Ted Cassidy (1932ÃƒÂ ¢ Ã‚â‚¬Ã‚â € œ1979) Ted Cassidy nació en Pittsburgh, Pennsylvania y se crió en Philippi, West Virginia. Fue un actor muy respetado que interpretó a muchos personajes diferentes durante su carrera cinematográfica y televisiva. Su papel más notable fue Lurch, el fiel mayordomo de"
CASE_0001,809798,endpoint,10,4491271,0.578792,0.578792,0,es,"Alan Napier nació de una prestigiosa raza. Era primo del primer ministro británico Neville Chamberlain y descendiente directo de Charles Dickens. Aunque su carrera como actor ... abarcó seis décadas, su parte más visible para el público estadounidense fue la de Alfred Pennyworth, el mayordomo de Bat"
CASE_0001,809798,mixed,1,2974482,0.62804,0.62804,0,es,"La familia Addams. Para otros usos, consulte La familia Addams (desambiguación). La familia Addams es un hogar ficticio creado por el dibujante estadounidense Charles Addams. Los personajes de la familia Addams han incluido tradicionalmente a Gomez, Morticia, Uncle Fester, Lurch, Grandmama, Wednesda"
CASE_0001,809798,mixed,2,7803846,0.618278,0.618278,0,zh,Lurch (The Addams Family) Lurch（名字不详）是美国漫画家查尔斯·亚当斯创作的虚构人物，作为亚当斯家族的男仆。在最初的电视剧中，Lurch 由 Ted Cassidy 扮演，他使用了著名的标语，你响了？
CASE_0001,809798,mixed,3,7803851,0.614303,0.614303,1,es,"Lurch (La familia Addams) - Caracterización. 1 Lurch es un mayordomo sombrío, tembloroso y de 6 pies 9 pulgadas (2,05 m) de altura que se parece un poco a un cruce entre el monstruo de Frankenstein (interpretado por Boris Karloff) y un zombi. En la serie de televisión original de la familia Addams,"
CASE_0001,809798,mixed,4,2974484,0.610882,0.610882,0,zh,从左到右，Pugsley，星期三，Gomez，章鱼亚里士多德，Fester 叔叔，Morticia。亚当斯一家是美国漫画家查尔斯·亚当斯创作的虚构家庭。亚当斯家族的角色传统上包括戈麦斯、莫蒂西亚、费斯特叔叔、鲁奇、祖母、星期三、帕格斯利和事物。
CASE_0001,809798,mixed,5,3863729,0.610087,0.610087,0,zh,了解住在和平场老房子里的亚当斯家族的四代人。
CASE_0001,809798,mixed,6,2276149,0.606051,0.606051,0,es,"La familia Addams, de Charles Addams. La familia Addams es un grupo de personajes de ficción creados por el dibujante estadounidense Charles Addams. Los personajes de la familia Addams incluyen a Gomez, Morticia, el tío Fester, Lurch, Grandmama, Wednesday y Pugsley. Los Addams son una inversión satí"
CASE_0001,809798,mixed,7,2780984,0.599261,0.599261,0,zh,ADDAMS FAMILY 以原创故事为特色，这是每个父亲的噩梦。星期三亚当斯，黑暗的终极公主，已经长大并爱上了一个来自一个受人尊敬的家庭的可爱聪明的年轻人——一个她父母从未见过的男人。他的音乐喜剧，由大卫·布莱恩特 (David Bryant) 执导，收录了查尔斯·亚当斯 (Charles Addams) 在《纽约客》(The New Yorker) 中原创的单幅漫画中的所有残忍角色，包括莫蒂西亚 (Morticia)、戈麦斯 (Gomez)、费斯特叔叔 (Uncle Fester)、亚当斯奶奶 (Grandma Addams)、帕格斯利 (Pugsley)、鲁奇 (Lurch)，以及一些意
CASE_0001,809798,mixed,8,7803848,0.59895,0.59895,0,es,"La familia Addams, de Charles Addams. La familia Addams es un grupo de personajes de ficción creados por el dibujante estadounidense Charles Addams. Los personajes de la familia Addams incluyen a Gomez, Morticia, el tío Fester, Lurch, Grandmama, Wednesday y Pugsley."
CASE_0001,809798,mixed,9,4876625,0.597577,0.597577,0,es,"Alan Napier nació de una prestigiosa raza. Era primo del primer ministro británico Neville Chamberlain y descendiente directo de Charles Dickens. Aunque su carrera como actor ... abarcó seis décadas, su parte más visible para el público estadounidense fue la de Alfred Pennyworth, el mayordomo de Bat"
CASE_0001,809798,mixed,10,4942756,0.596246,0.596246,0,es,"Pugsley Addams es miembro de la familia ficticia Addams, creada por el dibujante estadounidense Charles Addams. La serie de 1998 The New Addams Family presenta a Pugsley interpretado por el nativo de Vancouver Brody Smith. Es esencialmente el mismo que la encarnación original de la década de 1960; s"
CASE_0001,337190,endpoint,1,4044895,0.713852,0.713852,0,zh,最佳答案：俄亥俄州和美国其他所有州的法定饮酒年龄很长一段时间都是 21 岁。时间。
CASE_0001,337190,endpoint,2,5280998,0.693209,0.693209,0,zh,华盛顿特区：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。伊利诺伊州：啤酒和葡萄酒的法定饮酒年龄是 19 岁，白酒是 21 岁。堪萨斯州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。
CASE_0001,337190,endpoint,3,2779899,0.68948,0.68948,0,zh,两个年龄限制均适用于以下州： 华盛顿特区：啤酒和葡萄酒的法定饮酒年龄为 18 岁，酒为 21 岁。伊利诺伊州：啤酒和葡萄酒的法定饮酒年龄是 19 岁，白酒是 21 岁。堪萨斯州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。马里兰州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。
CASE_0001,337190,endpoint,4,7386277,0.68575,0.68575,1,es,"Leyes de alcohol de Iowa Dónde comprar alcohol Las tiendas de paquetes de propiedad estatal, a veces llamadas tiendas ABC, son el único lugar para comprar licor fuerte en Iowa. La cerveza y el vino se venden en tiendas minoristas. Ambos tipos de tiendas pueden vender alcohol de 6 a.m. a 2 a.m. de lu"
CASE_0001,337190,endpoint,5,4689812,0.684547,0.684547,0,zh,华盛顿特区：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。伊利诺伊州：啤酒和葡萄酒的法定饮酒年龄是 19 岁，白酒是 21 岁。堪萨斯州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。马里兰州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。
CASE_0001,337190,endpoint,6,2684426,0.68401,0.68401,0,zh,华盛顿特区：啤酒和葡萄酒的法定饮酒年龄为 18 岁，白酒为 21 岁。伊利诺伊州：啤酒和葡萄酒的法定饮酒年龄是 19 岁，白酒是 21 岁。堪萨斯州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。马里兰州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。
CASE_0001,337190,endpoint,7,7785764,0.683722,0.683722,0,zh,华盛顿特区：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。伊利诺伊州：啤酒和葡萄酒的法定饮酒年龄是 19 岁，白酒是 21 岁。堪萨斯州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。马里兰州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。北卡罗来纳州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。俄克拉荷马州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。
CASE_0001,337190,endpoint,8,7044752,0.683319,0.683319,0,zh,华盛顿特区：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。伊利诺伊州：啤酒和葡萄酒的法定饮酒年龄是 19 岁，白酒是 21 岁。堪萨斯州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。马里兰州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。北卡罗来纳州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。俄克拉荷马州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。南卡罗来纳州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 2
CASE_0001,337190,endpoint,9,5887300,0.677931,0.677931,0,zh,快速回答。根据伊利诺伊州酒类控制委员会的规定，截至 2015 年 1 月，一个人必须年满 18 岁才能在伊利诺伊州提供酒精饮料。但是，伊利诺伊州酒类控制法允许对该问题进行司法控制，伊利诺伊州的一些地方要求年龄超过 18 岁。继续阅读。
CASE_0001,337190,endpoint,10,1365804,0.676749,0.676749,0,es,"La cerveza y el vino se venden en tiendas minoristas. Ambos tipos de tiendas pueden vender alcohol de 6 a.m. a 2 a.m. de lunes a sábado y de 8 a.m. a 2 a.m. los domingos. Edad legal para beber / servir alcohol. Debe tener 21 años de edad para beber alcohol en Iowa, pero puede trabajar como mesero en"
CASE_0001,337190,mixed,1,4044895,0.759973,0.759973,0,zh,最佳答案：俄亥俄州和美国其他所有州的法定饮酒年龄很长一段时间都是 21 岁。时间。
CASE_0001,337190,mixed,2,5280998,0.742057,0.742057,0,zh,华盛顿特区：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。伊利诺伊州：啤酒和葡萄酒的法定饮酒年龄是 19 岁，白酒是 21 岁。堪萨斯州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。
CASE_0001,337190,mixed,3,2779899,0.739591,0.739591,0,zh,两个年龄限制均适用于以下州： 华盛顿特区：啤酒和葡萄酒的法定饮酒年龄为 18 岁，酒为 21 岁。伊利诺伊州：啤酒和葡萄酒的法定饮酒年龄是 19 岁，白酒是 21 岁。堪萨斯州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。马里兰州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。
CASE_0001,337190,mixed,4,5887300,0.735547,0.735547,0,zh,快速回答。根据伊利诺伊州酒类控制委员会的规定，截至 2015 年 1 月，一个人必须年满 18 岁才能在伊利诺伊州提供酒精饮料。但是，伊利诺伊州酒类控制法允许对该问题进行司法控制，伊利诺伊州的一些地方要求年龄超过 18 岁。继续阅读。
CASE_0001,337190,mixed,5,4689812,0.733946,0.733946,0,zh,华盛顿特区：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。伊利诺伊州：啤酒和葡萄酒的法定饮酒年龄是 19 岁，白酒是 21 岁。堪萨斯州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。马里兰州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。
CASE_0001,337190,mixed,6,2684426,0.73376,0.73376,0,zh,华盛顿特区：啤酒和葡萄酒的法定饮酒年龄为 18 岁，白酒为 21 岁。伊利诺伊州：啤酒和葡萄酒的法定饮酒年龄是 19 岁，白酒是 21 岁。堪萨斯州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。马里兰州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。
CASE_0001,337190,mixed,7,4044899,0.732183,0.732183,0,zh,爱达荷州的饮酒年龄在 1972 年降低到 19 岁。1987 年 4 月提高到 21 岁，但有一个祖父条款，允许那些在 c 时年满 19 岁或 20 岁的人¦ 允许在 21 岁之前购买酒精。1982 年 8 月 18 日下午 1:59 从 18 变为 19，然后 1983 年 8 月 18 日晚上 11:59 从 19 变为 21。我是 1964 年 8 月 19 日出生的，所以无法购买18 岁在俄亥俄州喝啤酒。我最好的朋友出生于 1964 年 8 月 18 日，他可以在 18 岁买啤酒。
CASE_0001,337190,mixed,8,7785764,0.731329,0.731329,0,zh,华盛顿特区：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。伊利诺伊州：啤酒和葡萄酒的法定饮酒年龄是 19 岁，白酒是 21 岁。堪萨斯州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。马里兰州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。北卡罗来纳州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。俄克拉荷马州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。
CASE_0001,337190,mixed,9,7044752,0.729597,0.729597,0,zh,华盛顿特区：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。伊利诺伊州：啤酒和葡萄酒的法定饮酒年龄是 19 岁，白酒是 21 岁。堪萨斯州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。马里兰州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。北卡罗来纳州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。俄克拉荷马州：3.2 ABV 啤酒的法定饮酒年龄为 18 岁，3.2 ABV 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。南卡罗来纳州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 2
CASE_0001,337190,mixed,10,7386276,0.725735,0.725735,0,zh,：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。伊利诺伊州：啤酒和葡萄酒的法定饮酒年龄是 19 岁，白酒是 21 岁。堪萨斯州：3.2% ABW 啤酒的法定饮酒年龄为 18 岁，而 ABW 3.2% 以上的啤酒、葡萄酒和白酒的法定饮酒年龄为 21 岁。马里兰州：啤酒和葡萄酒的法定饮酒年龄是 18 岁，白酒是 21 岁。
CASE_0001,1005949,endpoint,1,3428904,0.658572,0.658572,0,es,"Troll (película) No confundir con Trolls (película). Troll es una película de fantasía de comedia oscura de culto de 1986 dirigida por John Carl Buechler y producida por Charles Band of Empire Pictures, protagonizada por Noah Hathaway, Michael Moriarty, Shelley Hack, Jenny Beck y Sonny Bono. La pelí"
CASE_0001,1005949,endpoint,2,3596383,0.656496,0.656496,0,es,"Troll (película) De Wikipedia, la enciclopedia libre. Para ver la próxima película de DreamWorks, vea Trolls (película). Troll es una película de fantasía de comedia oscura de culto de 1986 dirigida por John Carl Buechler y producida por Charles Band of Empire Pictures, protagonizada por Noah Hathaw"
CASE_0001,1005949,endpoint,3,3596376,0.648111,0.648111,0,es,"Troll (película) Para la próxima película de DreamWorks, vea Trolls (película). Troll es una película de fantasía de comedia oscura de culto de 1986 dirigida por John Carl Buechler y producida por Charles Band of Empire Pictures, protagonizada por Noah Hathaway, Michael Moriarty, Shelley Hack, Jenny"
CASE_0001,1005949,endpoint,4,7805649,0.645068,0.645068,0,es,"Troll (película) Para la próxima película de DreamWorks, vea Trolls (película). Troll es una película de fantasía de comedia oscura de culto de 1986 dirigida por John Carl Buechler y producida por Charles Band of Empire Pictures, protagonizada por Noah Hathaway, Michael Moriarty, Shelley Hack, Jenny"
CASE_0001,1005949,endpoint,5,7253932,0.644768,0.644768,1,es,"Troll se estrenó en 959 pantallas en enero de 1986 y, en su primera semana de lanzamiento, ocupó el noveno lugar en la lista de taquilla con una recaudación de $ 2.1 millones. Eso representó un buen retorno para Band, quien recuerda que el presupuesto de la película estaba en el rango de $ 700,000-"
CASE_0001,1005949,endpoint,6,4350821,0.641865,0.641865,0,es,"No confundir con Trolls (película). Troll es una película de fantasía de comedia oscura de culto de 1986 dirigida por John Carl Buechler y producida por Charles Band of Empire Pictures, protagonizada por Noah Hathaway, Michael Moriarty, Shelley Hack, Jenny Beck y Sonny Bono. La película se rodó en I"
CASE_0001,1005949,endpoint,7,2964260,0.640525,0.640525,0,zh,The Boss Baby (2017) Trolls 2 (2020) Trolls 是一部 2016 年美国 3D 电脑动画音乐喜剧电影，由迈克·米切尔执导，梦工厂动画制作，20 世纪福克斯发行。这部电影将由安娜·肯德里克和贾斯汀·汀布莱克主演。
CASE_0001,1005949,endpoint,8,3405847,0.639785,0.639785,0,es,"Troll (1986) PG-13 | 1h 22min | Comedia, Fantasía, Terror | 17 de enero de 1986 (EE. UU.) Un malvado rey trol en busca de un anillo místico que lo devuelva a su forma humana invade un complejo de apartamentos de San Francisco donde vive una poderosa bruja."
CASE_0001,1005949,endpoint,9,3916485,0.6371,0.6371,0,es,"Troll es una película de culto de fantasía oscura de 1986 dirigida por John Carl Buechler y producida por Charles Band of Empire Pictures, protagonizada por Noah Hathaway, Michael Moriarty, Shelley Hack, Jenny Beck y Sonny Bono. La película se rodó en Italia en los estudios Stabilimenti Cinematograf"
CASE_0001,1005949,endpoint,10,3916480,0.626112,0.626112,0,es,"Troll fue lanzado en un DVD de doble función con Troll 2 por MGM el 26 de agosto de 2003. Scream Factory lanzará un Blu-ray de doble función de Troll y Troll 2 el 17 de noviembre de 2015. Las primeras 5,000 copias incluirán un DVD de Best Worst Movie, el documental sobre la producción y el legado de"
CASE_0001,1005949,mixed,1,3405847,0.6626,0.6626,0,es,"Troll (1986) PG-13 | 1h 22min | Comedia, Fantasía, Terror | 17 de enero de 1986 (EE. UU.) Un malvado rey trol en busca de un anillo místico que lo devuelva a su forma humana invade un complejo de apartamentos de San Francisco donde vive una poderosa bruja."
CASE_0001,1005949,mixed,2,3596383,0.658092,0.658092,0,es,"Troll (película) De Wikipedia, la enciclopedia libre. Para ver la próxima película de DreamWorks, vea Trolls (película). Troll es una película de fantasía de comedia oscura de culto de 1986 dirigida por John Carl Buechler y producida por Charles Band of Empire Pictures, protagonizada por Noah Hathaw"
CASE_0001,1005949,mixed,3,3596376,0.658013,0.658013,0,es,"Troll (película) Para la próxima película de DreamWorks, vea Trolls (película). Troll es una película de fantasía de comedia oscura de culto de 1986 dirigida por John Carl Buechler y producida por Charles Band of Empire Pictures, protagonizada por Noah Hathaway, Michael Moriarty, Shelley Hack, Jenny"
CASE_0001,1005949,mixed,4,2964260,0.653666,0.653666,0,zh,The Boss Baby (2017) Trolls 2 (2020) Trolls 是一部 2016 年美国 3D 电脑动画音乐喜剧电影，由迈克·米切尔执导，梦工厂动画制作，20 世纪福克斯发行。这部电影将由安娜·肯德里克和贾斯汀·汀布莱克主演。
CASE_0001,1005949,mixed,5,7805649,0.651847,0.651847,0,es,"Troll (película) Para la próxima película de DreamWorks, vea Trolls (película). Troll es una película de fantasía de comedia oscura de culto de 1986 dirigida por John Carl Buechler y producida por Charles Band of Empire Pictures, protagonizada por Noah Hathaway, Michael Moriarty, Shelley Hack, Jenny"
CASE_0001,1005949,mixed,6,3428904,0.651331,0.651331,0,es,"Troll (película) No confundir con Trolls (película). Troll es una película de fantasía de comedia oscura de culto de 1986 dirigida por John Carl Buechler y producida por Charles Band of Empire Pictures, protagonizada por Noah Hathaway, Michael Moriarty, Shelley Hack, Jenny Beck y Sonny Bono. La pelí"
CASE_0001,1005949,mixed,7,3916485,0.642568,0.642568,0,es,"Troll es una película de culto de fantasía oscura de 1986 dirigida por John Carl Buechler y producida por Charles Band of Empire Pictures, protagonizada por Noah Hathaway, Michael Moriarty, Shelley Hack, Jenny Beck y Sonny Bono. La película se rodó en Italia en los estudios Stabilimenti Cinematograf"
CASE_0001,1005949,mixed,8,6116933,0.642394,0.642394,0,zh,Trolls the Musical (episode) Trolls the Musical 是 Harry and Friends 第一季的第 17 集和第二部电视电影。它于 1995 年 8 月 18 日播出，并于 1995 年 8 月 22 日在 VHS、2000 年 5 月 23 日和 2008 年 11 月 4 日发行了 DVD。八年后的续集《巨魔归来》和另一部《巨魔 3：秘密》魔法。
CASE_0001,1005949,mixed,9,3916480,0.641633,0.641633,0,es,"Troll fue lanzado en un DVD de doble función con Troll 2 por MGM el 26 de agosto de 2003. Scream Factory lanzará un Blu-ray de doble función de Troll y Troll 2 el 17 de noviembre de 2015. Las primeras 5,000 copias incluirán un DVD de Best Worst Movie, el documental sobre la producción y el legado de"
CASE_0001,1005949,mixed,10,4350821,0.640278,0.640278,0,es,"No confundir con Trolls (película). Troll es una película de fantasía de comedia oscura de culto de 1986 dirigida por John Carl Buechler y producida por Charles Band of Empire Pictures, protagonizada por Noah Hathaway, Michael Moriarty, Shelley Hack, Jenny Beck y Sonny Bono. La película se rodó en I"
CASE_0001,290830,endpoint,1,2482281,0.621861,0.621861,0,es,"Peter Jackson ha sido nominado 8 veces como productor, director y guionista. Ganó las tres categorías en 2003 por El señor de los anillos: El."
CASE_0001,290830,endpoint,2,1177372,0.610205,0.610205,0,zh,彼得杰克逊凭借《指环王：王者归来》获得奥斯卡奖
CASE_0001,290830,endpoint,3,1069019,0.608599,0.608599,0,es,"¿Cuántos premios Oscar ha ganado Peter Jackson? Peter Jackson ha sido nominado 8 veces como productor, director y guionista. Ganó las tres categorías en 2003 por El Señor de los Anillos: El Retorno del Rey."
CASE_0001,290830,endpoint,4,2482276,0.599089,0.599089,0,es,"Peter Jackson ha sido nominado 8 veces como productor, director y guionista. Ganó las tres categorías en 2003 por El Señor de los Anillos: El Retorno del Rey. Tres . Mejor director por: El señor de los anillos: El regreso del rey (2003)"
