case_id,qid,set,metric_source,ndcg10_end,ndcg10_mix,delta_ndcg10,recall10_end,recall10_mix,delta_recall10,first_rel_rank50_end,first_rel_rank50_mix,overlap10,overlap50,best_rel_rank_shift,token_count_a,token_count_b,len_ratio,endpoint_cos,r,delta_perp,cos_to_a,cos_to_b,doc_lang_mismatch_rate10_end,doc_lang_mismatch_rate10_mix,ascii_ratio10_end,ascii_ratio10_mix,label,text_a,text_b
CASE_0016,298550,worst,evaluate_perquery,50.0,33.33333333333333,-16.66666666666667,100.0,100.0,0.0,3,7,8,45,4.0,14,6,2.3333333333333335,0.8538786172866821,0.6999999286154684,5.429614091667645e-08,0.9265983267881726,0.9869274788965937,0.0,0.0,0.035182704765906785,0.032955795460957546,TranslationDivergence,ドーベルマンの子犬に何回餌をやる必要がありますか,你应该喂多少次杜宾犬
CASE_0016,403388,worst,evaluate_perquery,50.0,33.33333333333333,-16.66666666666667,100.0,100.0,0.0,3,7,8,43,4.0,7,8,0.875,0.7888793223428322,0.6999999223606485,5.7291391186709006e-08,0.8927128396630671,0.9811741038565496,0.0,0.0,0.03744760433096608,0.04185936903684844,RankDrop,筋肉痛に良いアスピリンです,阿司匹林对肌肉酸痛有好处吗
CASE_0016,1011512,worst,evaluate_perquery,50.0,35.620718710802215,-14.379281289197785,100.0,100.0,0.0,3,6,6,39,3.0,21,14,1.5,0.7238869667053223,0.7000000431740807,6.265943852667988e-08,0.858003734268145,0.9754698153208959,0.0,0.0,0.049936705640555266,0.08144606121718914,RankDrop,よく知られている性感染症はスピロシェットによって引き起こされます,众所周知的性传播疾病是由螺旋体引起的
CASE_0016,995280,worst,evaluate_perquery,50.0,35.620718710802215,-14.379281289197785,100.0,100.0,0.0,3,6,8,42,3.0,15,14,1.0714285714285714,0.8402873277664185,0.6999999253602116,5.3167251934382875e-08,0.9195787555597903,0.9857208516911217,0.0,0.0,0.07184163329164418,0.10827124141936553,RankDrop,どの化合物が温度とともに水に溶けにくくなるか,随着温度升高，哪种化合物在水中的溶解度降低
CASE_0016,1082002,worst,evaluate_perquery,63.092975357145754,50.0,-13.092975357145754,100.0,100.0,0.0,2,3,9,28,1.0,13,7,1.8571428571428572,0.7073121666908264,0.7000000305468621,6.124176366029133e-08,0.8490132292648056,0.9740239613635535,0.0,0.0,0.013924050632911392,0.013924050632911392,TranslationDivergence,最終的にコテージ業界に取って代わったもの,什么最终取代了家庭手工业
CASE_0016,1086855,worst,evaluate_perquery,63.092975357145754,50.0,-13.092975357145754,100.0,100.0,0.0,2,3,8,39,1.0,9,7,1.2857142857142858,0.7623187757920489,0.6999999874612207,3.94550916382741e-08,0.8786310370383447,0.9788366509396209,0.0,0.0,0.17397200345648245,0.1390545355759413,RankDrop,ビッグバン俳優の給料はいくらですか,大爆炸演员的工资是多少
CASE_0016,285375,worst,evaluate_perquery,63.092975357145754,50.0,-13.092975357145754,100.0,100.0,0.0,2,3,7,33,1.0,11,8,1.375,0.7041416168212891,0.7,3.61141374582985e-08,0.8472868539469903,0.9737478550540407,0.0,0.0,0.03987502332533325,0.058713006132819254,RankDrop,途中の旗柱はいくつ必要ですか？noneonetwo,需要多少个中途旗杆？ 没有一个
CASE_0016,665972,worst,evaluate_perquery,63.092975357145754,50.0,-13.092975357145754,100.0,100.0,0.0,2,3,10,46,1.0,13,10,1.3,0.933497965335846,0.699999955185899,4.3188546072769896e-08,0.9670494207302384,0.9940297765762299,0.0,0.0,0.011269841269841268,0.011269841269841268,RankDrop,水があなたの肺に座ったらどうなりますか,如果水停留在你的肺部会发生什么
CASE_0016,758519,worst,evaluate_perquery,63.092975357145754,50.0,-13.092975357145754,100.0,100.0,0.0,2,3,8,32,1.0,7,7,1.0,0.6054316163063049,0.6999999244685607,6.98954778499683e-08,0.7924350213170187,0.9652278715002688,0.0,0.0,0.09504986789212891,0.1147922223119027,RankDrop,クラッチキットに含まれるもの,离合器套件中包含什么
CASE_0016,1075156,worst,evaluate_perquery,50.0,38.68528072345416,-11.314719276545837,100.0,100.0,0.0,3,5,7,41,2.0,11,10,1.1,0.623801589012146,0.6999999524681997,6.72459279371651e-08,0.8028096042848651,0.9668012724006106,0.0,0.0,0.036617528783832023,0.027401842509322222,RankDrop,ベトナム戦争でナパーム弾が使われた理由,为什么在越南战争中使用凝固汽油弹
CASE_0016,1096527,worst,evaluate_perquery,50.0,38.68528072345416,-11.314719276545837,100.0,100.0,0.0,3,5,6,40,2.0,9,6,1.5,0.8655711928350445,0.6999999889152067,3.5552446320252784e-08,0.9326099072862116,0.9879668978625873,0.0,0.0,0.012100647617948681,0.012100647617948681,RankDrop,子犬を何週間与えるべきですか,你应该送小狗几周
CASE_0016,155234,worst,evaluate_perquery,50.0,38.68528072345416,-11.314719276545837,100.0,100.0,0.0,3,5,9,41,2.0,11,6,1.8333333333333333,0.8126474618911743,0.7000000159070848,3.4989344754876583e-08,0.9051969713623219,0.9832727568538979,0.0,0.0,0.010932612769231865,0.010932612769231865,TranslationDivergence,より大きなタイヤは燃費に影響しますか,大轮胎会影响油耗吗
CASE_0016,264284,worst,evaluate_perquery,50.0,38.68528072345416,-11.314719276545837,100.0,100.0,0.0,3,5,9,30,2.0,9,8,1.125,0.525654347279927,0.7,3.7665270014031194e-08,0.7464384657752282,0.958469585090835,0.0,0.0,0.015710919088766692,0.015710919088766692,RankDrop,モルヒネのピーク時間はどのくらいですか,吗啡的高峰期是多久
CASE_0016,370068,worst,evaluate_perquery,50.0,38.68528072345416,-11.314719276545837,100.0,100.0,0.0,3,5,9,41,2.0,9,11,0.8181818181818182,0.7806953657087902,0.7000000407683696,5.924950841063037e-08,0.888388802229165,0.9804529580041708,0.0,0.0,0.0029411764705882353,0.0136986301369863,RankDrop,チョコレートプロテインシェイクの味を良くする方法,如何让你的巧克力蛋白奶昔味道更好
CASE_0016,428113,worst,evaluate_perquery,43.06765580733931,33.33333333333333,-9.734322474005978,100.0,100.0,0.0,4,7,9,43,3.0,15,11,1.3636363636363635,0.9194847893407815,0.6999999352245663,4.8064762836474983e-08,0.9600109804669209,0.9927758015943506,0.0,0.0,0.004504593499950607,0.004504593499950607,RankDrop,動物細胞と植物細胞の有糸分裂に違いはありますか？,动物细胞和植物细胞的有丝分裂有区别吗？
CASE_0016,50498,worst,evaluate_perquery,43.06765580733931,33.33333333333333,-9.734322474005978,100.0,100.0,0.0,4,7,7,37,3.0,8,6,1.3333333333333333,0.7963759181723545,0.7000000146359483,4.29158681924946e-08,0.8966621999279346,0.9818353813554568,0.0,0.0,0.09338995004407875,0.09338995004407875,RankDrop,痛風に対するココナッツオイルの利点,椰子油对痛风的好处
CASE_0016,899423,worst,evaluate_perquery,43.06765580733931,33.33333333333333,-9.734322474005978,100.0,100.0,0.0,4,7,8,43,3.0,15,11,1.3636363636363635,0.8149771690368652,0.7000000563757829,5.3518999010293555e-08,0.9064147765671875,0.9834788124918579,0.0,0.0,0.02592118324399444,0.02592118324399444,RankDrop,細胞膜のどの構造がイオンチャネルとして機能しますか？,细胞膜中的哪些结构起到离子通道的作用？
CASE_0016,604673,worst,evaluate_perquery,38.68528072345416,30.10299956639812,-8.582281157056045,100.0,100.0,0.0,5,9,9,48,4.0,9,7,1.2857142857142858,0.767148123213537,0.6999999936005828,3.8306446015212714e-08,0.8812018907203782,0.9792609359951264,0.0,0.0,0.08040977057540658,0.08762626542076739,RankDrop,コリンス、メイン州の郡はどこですか,缅因州科林斯在哪个县
CASE_0016,63548,worst,evaluate_perquery,38.68528072345416,30.10299956639812,-8.582281157056045,100.0,100.0,0.0,5,9,10,40,4.0,19,7,2.7142857142857144,0.6653211116790771,0.6999999732857439,3.723508257280628e-08,0.8259737060046599,0.9703785729160699,0.0,0.0,0.08035234911755065,0.08035234911755065,TranslationDivergence,イースト菌感染症は腫れた隆起を引き起こす可能性があります,酵母菌感染会导致肿块吗
CASE_0016,1097674,worst,evaluate_perquery,43.06765580733931,35.620718710802215,-7.446937096537091,100.0,100.0,0.0,4,6,9,43,2.0,8,7,1.1428571428571428,0.789249837398529,0.7000000141410673,4.1165204578419434e-08,0.8929082989683095,0.981206739105367,0.0,0.0,0.01667564944291287,0.015342316109579538,RankDrop,抜歯後の歯科インプラントの待機時間,拔牙后要等多久种植牙
CASE_0016,167204,worst,evaluate_perquery,43.06765580733931,35.620718710802215,-7.446937096537091,100.0,100.0,0.0,4,6,6,30,2.0,12,7,1.7142857142857142,0.7808776963280258,0.6999999455969356,5.995236307398955e-08,0.8884852723254582,0.9804691050343572,0.0,0.0,0.011611917494270435,0.014376678506454127,TranslationDivergence,訪問看護師は病院での経験が必要ですか,家庭保健护士需要住院经验吗
CASE_0016,299094,worst,evaluate_perquery,43.06765580733931,35.620718710802215,-7.446937096537091,100.0,100.0,0.0,4,6,9,46,2.0,9,6,1.5,0.7891662591198837,0.6999999293226781,5.790463220023412e-08,0.8928642713605079,0.9811993216287404,0.0,0.0,0.059885620915032675,0.059885620915032675,RankDrop,眉をひそめているラインのユニット数,皱眉线有多少个单位
CASE_0016,993153,worst,evaluate_perquery,43.06765580733931,35.620718710802215,-7.446937096537091,100.0,100.0,0.0,4,6,6,35,2.0,15,8,1.875,0.7382943630218506,0.7000000113877227,3.627209821388533e-08,0.8657720096702509,0.9767297741556947,0.0,0.0,0.004248595505617977,0.007545298802321273,TranslationDivergence,会社が売掛金を発行するのはどのような状況ですか,公司在什么情况下发行应收票据
CASE_0016,1099636,worst,evaluate_perquery,38.68528072345416,31.546487678572877,-7.138793044881286,100.0,100.0,0.0,5,8,9,45,3.0,18,7,2.5714285714285716,0.8615339315851887,0.6999999677152016,4.157412547556305e-08,0.9305371192827346,0.9876078349290157,0.0,0.0,0.003750893069778519,0.0008097165991902834,TranslationDivergence,森林破壊はどのように生物に直接影響を与えることができますか,森林砍伐如何直接影响生物体
CASE_0016,1097223,worst,evaluate_perquery,50.0,43.06765580733931,-6.932344192660693,100.0,100.0,0.0,3,4,7,31,1.0,6,8,0.75,0.6396709680557251,0.6999999503748272,6.675305286307776e-08,0.8117092980048913,0.968165232013227,0.0,0.0,0.0642100857920067,0.09472290630482721,RankDrop,何桁の口座番号ウェルズファーゴ,富国银行的帐号是多少位数
CASE_0016,813899,worst,evaluate_perquery,50.0,43.06765580733931,-6.932344192660693,100.0,100.0,0.0,3,4,10,43,1.0,12,8,1.5,0.8234350681304932,0.7,4.279704413079344e-08,0.9108272371490138,0.9842272497116116,0.0,0.0,0.020618556701030927,0.020618556701030927,RankDrop,コントラコスタ郡の現在の消費税はいくらですか,康特拉科斯塔县目前的销售税是多少
CASE_0016,832790,worst,evaluate_perquery,50.0,43.06765580733931,-6.932344192660693,100.0,100.0,0.0,3,4,9,44,1.0,12,12,1.0,0.9315990209579468,0.6999999891075049,3.962430028536801e-08,0.9660977299057943,0.9938597963962312,0.0,0.0,0.016836331133299624,0.014420872196101553,RankDrop,フルバスルームに必要な最小面積はどれくらいですか,一个完整的浴室所需的最小面积是多少
CASE_0016,939744,worst,evaluate_perquery,50.0,43.06765580733931,-6.932344192660693,100.0,100.0,0.0,3,4,9,47,1.0,13,7,1.8571428571428572,0.7963152406403565,0.7,3.7391174600998056e-08,0.8966302216941041,0.9818300177847183,0.0,0.0,0.36319215802651605,0.3860376864818006,TranslationDivergence,メタリカがファーストアルバムをリリースしたのはいつですか,metala什么时候发行第一张专辑
CASE_0016,995380,worst,evaluate_perquery,50.0,43.06765580733931,-6.932344192660693,100.0,100.0,0.0,3,4,9,45,1.0,10,8,1.25,0.8063338994979858,0.6999999538344989,5.498364430422953e-08,0.9018914245953417,0.9827147538879428,0.0,0.0,0.02222222222222222,0.01895424836601307,RankDrop,アメリカ合衆国の北西海岸に広がる気候,美国西北海岸主要是哪种气候
CASE_0016,1100218,worst,evaluate_perquery,35.620718710802215,28.906482631788787,-6.714236079013428,100.0,100.0,0.0,6,10,9,40,4.0,13,8,1.625,0.6792793273925781,0.7,3.819692295792265e-08,0.8336747105064758,0.9715873506717824,0.0,0.0,0.042630511670755177,0.042630511670755177,TranslationDivergence,ひよこ豆は食物繊維の良い供給源ですか？,鹰嘴豆是纤维的良好来源吗？
CASE_0016,337073,worst,evaluate_perquery,35.620718710802215,28.906482631788787,-6.714236079013428,100.0,100.0,0.0,6,10,9,45,4.0,15,8,1.875,0.9120858311653137,0.6999999576258618,4.4287798317554916e-08,0.9562810113017279,0.9921143362331777,0.0,0.0,0.1022212982904136,0.09587209194120724,TranslationDivergence,子供は何歳で温水浴槽に入る必要がありますか,孩子几岁可以泡热水澡
CASE_0016,1000000,control,evaluate_perquery,0.0,0.0,0.0,0.0,0.0,0.0,30,30,9,44,0.0,11,9,1.2222222222222223,0.7510292381661676,0.699999988029791,3.750101740251921e-08,0.8726029510407114,0.9778456825731606,0.0,0.0,0.04379349323272248,0.05301921270989264,Unclassified,本当のインスリンはどこから来るのですか,真正的胰岛素从何而来
CASE_0016,1000004,control,evaluate_perquery,0.0,0.0,0.0,0.0,0.0,0.0,33,32,7,50,-1.0,12,8,1.5,0.9450916051864624,0.6999999932154509,3.521179792187468e-08,0.9728471950142056,0.9950683947476857,0.0,0.0,0.1945138549253132,0.23635296168757275,Unclassified,ノラという名前はどこから来たのですか,诺拉这个名字从何而来
CASE_0016,1000006,control,evaluate_perquery,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,8,46,0.0,12,8,1.5,0.8943493366241455,0.6999999929479148,3.602536935431999e-08,0.9473003754337755,0.9905306838792003,0.0,0.0,0.055234580747854235,0.05297894165010988,Unclassified,鉄鉱石のほとんどはどこから来ていますか,大部分铁矿石来自哪里
CASE_0016,1000459,control,evaluate_perquery,61.31471927654584,61.31471927654584,0.0,50.0,50.0,0.0,1,1,10,47,0.0,18,9,2.0,0.6171992421150208,0.7000000155706682,4.1418502405576874e-08,0.7990898317482208,0.9662351313962372,0.0,0.0,0.13602882035330516,0.13602882035330516,TranslationDivergence,黒い未亡人のクモは私たちのどこに住んでいますか？,黑寡妇蜘蛛生活在美国的什么地方？
CASE_0016,1000574,control,evaluate_perquery,43.06765580733931,43.06765580733931,0.0,100.0,100.0,0.0,4,4,9,40,0.0,19,12,1.5833333333333333,0.8300318717956543,0.6999999736989161,3.6498246203109375e-08,0.9142594354837962,0.9848116212390509,0.0,0.0,0.19094559418358284,0.17485364016059432,TranslationDivergence,ジョサイアヘンソンはどこで彼のアフリカ系カナダ人コミュニティを作りましたか,josiah henson 在哪里创建了他的非裔加拿大社区
CASE_0016,1000678,control,evaluate_perquery,100.0,100.0,0.0,100.0,100.0,0.0,1,1,8,48,0.0,11,6,1.8333333333333333,0.7960960865020752,0.7,3.9389970396541685e-08,0.8965148850489524,0.9818105907331801,0.0,0.0,0.05733314390586726,0.05216073011276381,TranslationDivergence,キャプテンジェームズクックはどこを探検しましたか？,詹姆斯库克船长去哪里探索了？
CASE_0016,1000681,control,evaluate_perquery,0.0,0.0,0.0,0.0,0.0,0.0,15,12,9,44,-3.0,14,7,2.0,0.8491529226303101,0.6999999407300751,5.461740570922302e-08,0.9241615458174584,0.9865077117134495,0.0,0.0,0.13061672983849354,0.1188150725276141,TranslationDivergence,バラク・オバマはどこで彼の教育を受けましたか,巴拉克奥巴马是从哪里接受教育的
CASE_0016,1000864,control,evaluate_perquery,63.092975357145754,63.092975357145754,0.0,100.0,100.0,0.0,2,2,7,21,0.0,9,9,1.0,0.5085562770698235,0.6999999878715225,4.1768974057276864e-08,0.7363728374934673,0.9570384149547357,0.0,0.0,0.10320091150525934,0.09127918458353242,Unclassified,アステカヒーリングクレイはどこにありますか,我在哪里可以找到阿兹台克愈合粘土
CASE_0016,1000951,control,evaluate_perquery,0.0,0.0,0.0,0.0,0.0,0.0,27,21,7,41,-6.0,10,10,1.0,0.651156821915914,0.6999999743704397,3.995311459448203e-08,0.8181149949679064,0.9691550328610303,0.0,0.0,0.020823350264982186,0.042107652554871075,Unclassified,地図上のどこにマケドニアがありますか,地图上哪里是马其顿所在的号码
CASE_0016,1000959,control,evaluate_perquery,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,5,35,0.0,10,7,1.4285714285714286,0.8114079124574609,0.7000000158025266,4.080120419303057e-08,0.9045485205066954,0.983163114264201,0.0,0.0,0.00196078431372549,0.00196078431372549,Unclassified,細胞膜は細胞のどこにありますか,细胞中哪里可以找到质膜
CASE_0016,1002145,control,evaluate_perquery,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,8,42,0.0,14,8,1.75,0.7564539168151567,0.7000000061184132,4.048714075111093e-08,0.8755026969980574,0.9783216641561832,0.0,0.0,0.02177999346191566,0.02177999346191566,TranslationDivergence,ハチドリがフロリダの周りに現れるのはいつですか,蜂鸟什么时候会出现在佛罗里达附近
CASE_0016,1002238,control,evaluate_perquery,100.0,100.0,0.0,100.0,100.0,0.0,1,1,9,39,0.0,16,7,2.2857142857142856,0.666871647052267,0.6999999284304237,6.447407230325553e-08,0.8268312101910829,0.9705126744218854,0.0,0.0,0.10977764280589045,0.07613200117965653,TranslationDivergence,チーターが絶滅危惧種リストに載せられたのはいつですか,猎豹什么时候被列入濒危名单
CASE_0016,1002426,control,evaluate_perquery,0.0,0.0,0.0,0.0,0.0,0.0,36,29,7,44,-7.0,11,6,1.8333333333333333,0.7411089539527893,0.7,3.920993663086847e-08,0.8672845778843091,0.9769761620875764,0.0,0.0,0.13672767913762923,0.17998834229859917,TranslationDivergence,シャザム映画はいつ公開されましたか？sadasdasdasdsadasasdasdasdasdd,沙赞电影什么时候上映？ sadasdasdasdsadasasdasdasdasdd
CASE_0016,1002584,control,evaluate_perquery,100.0,100.0,0.0,100.0,100.0,0.0,1,1,9,46,0.0,13,9,1.4444444444444444,0.938798189163208,0.6999999634786089,4.020519028813396e-08,0.9697028765256622,0.9945044095519217,0.0,0.0,0.107079548088999,0.1141763222825474,Unclassified,最初の漫画がリリースされたのはいつですか,第一本漫画书是什么时候出版的
CASE_0016,1002585,control,evaluate_perquery,63.092975357145754,63.092975357145754,0.0,100.0,100.0,0.0,2,2,9,34,0.0,13,9,1.4444444444444444,0.5886059403419495,0.7000000144884554,3.321740393857908e-08,0.7828628447466961,0.9637921025758921,0.0,0.0,0.10284837745471356,0.1692120138183499,Unclassified,最初のカタパルトが発明されたのはいつですか？,第一个弹射器是什么时候发明的？
CASE_0016,1003006,control,evaluate_perquery,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,8,46,0.0,11,6,1.8333333333333333,0.7777599096298218,0.7,4.135338116384446e-08,0.8868345869556508,0.9801944783862826,0.0,0.0,0.0,0.011494252873563218,TranslationDivergence,ナポレオンはどこに強制されましたか。亡命,拿破仑被迫流放何处
CASE_0016,100307,control,evaluate_perquery,100.0,100.0,0.0,100.0,100.0,0.0,1,1,9,44,0.0,9,7,1.2857142857142858,0.8989999830126753,0.7000000295072554,4.79800128516672e-08,0.9496605302324986,0.9909457059089458,0.0,0.0,0.050286685565622456,0.06423591569462786,Unclassified,学校ベースの肥満予防プログラムの費用分析,校本肥胖预防计划的成本分析
CASE_0016,1003482,control,evaluate_perquery,0.0,0.0,0.0,0.0,0.0,0.0,28,39,9,49,11.0,12,7,1.7142857142857142,0.9365826845169067,0.6999999882515042,3.7359662030667096e-08,0.9685943473027122,0.9943059790874669,0.0,0.0,0.12646801650083844,0.12464259333455903,TranslationDivergence,支払いをするとき、ABA番号とは何ですか,付款时什么是aba号码
CASE_0016,1004199,control,evaluate_perquery,100.0,100.0,0.0,100.0,100.0,0.0,1,1,8,47,0.0,11,7,1.5714285714285714,0.8005599975585938,0.699999985057003,3.948041538137659e-08,0.8988617165470643,0.982204634221384,0.0,0.0,0.0650740881652863,0.10025040201070563,TranslationDivergence,彼の体にトゥパックが撃たれた場所,图帕克的身体在哪里中枪
CASE_0016,1004322,control,evaluate_perquery,0.0,0.0,0.0,0.0,0.0,0.0,42,inf,9,46,9957.0,17,10,1.7,0.8769193218302322,0.6999999515727476,5.2980329456886466e-08,0.9384206781050742,0.9889770503695627,0.0,0.0,0.0,0.0,TranslationDivergence,妊娠中の女性の子宮はいつ骨盤の周りに上がりますか？,孕妇的子宫什么时候在骨盆附近升起？
